,skin_agg,gender_agg,skin,gender,skin_group,annId,area,split
485368,"['2', '2', '2']","['Unsure', 'Unsure', 'Unsure']",2,Unsure,Light,2161898,44785,train
542939,"['2', '1', '1']","['Male', 'Unsure', 'Female']",1,Unsure,Light,2161894,6845,train
371529,"['3', '2', '2']","['Female', 'Female', 'Female']",2,Female,Light,2161893,65698,val
338703,"['2', 'Unsure', '2']","['Male', 'Unsure', 'Male']",2,Male,Light,2161879,15456,train
283947,"['6', '6', '6']","['Male', 'Unsure', 'Unsure']",6,Unsure,Dark,2161870,11850,train
79213,"['2', '2', '1']","['Male', 'Male', 'Male']",2,Male,Light,2161867,45031,train
9400,"['Unsure', 'Unsure', '3']","['Unsure', 'Unsure', 'Female']",Unsure,Unsure,Unsure,2161848,5872,val
464824,"['4', '5']","['Male', 'Male']",,Male,,2161842,96716,val
299023,"['3', 'Unsure', 'Unsure']","['Female', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,2161827,11107,train
389595,"['3', '2', '4']","['Male', 'Male', 'Unsure']",,Male,Light,2161823,50644,train
491061,"['Unsure', 'Unsure', '1']","['Female', 'Female', 'Female']",Unsure,Female,Unsure,2161779,44901,train
477853,"['3', '3', '3']","['Male', 'Male', 'Male']",3,Male,Light,2161764,46850,train
463918,"['3', '2', '3']","['Male', 'Male', 'Male']",3,Male,Light,2161760,31795,val
80130,"['Unsure', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,2161748,7388,train
41478,"['2', '2', '4']","['Unsure', 'Unsure', 'Unsure']",2,Unsure,Light,2161738,19674,train
438432,"['Unsure', 'Unsure', 'Unsure']","['Female', 'Female', 'Female']",Unsure,Female,Unsure,2161737,9195,train
356424,"['1', 'Unsure', '1']","['Male', 'Unsure', 'Unsure']",1,Unsure,Light,2161707,25161,val
558253,"['4', '2', '3']","['Male', 'Male', 'Male']",,Male,Light,2161701,14032,train
336404,"['Unsure', '2', '2']","['Unsure', 'Unsure', 'Unsure']",2,Unsure,Light,2161691,49836,train
36420,"['1', '2', '1']","['Female', 'Female', 'Female']",1,Female,Light,2161681,11698,train
235672,"['Unsure', '2']","['Unsure', 'Unsure']",,Unsure,,2161676,8537,train
462635,"['1', '1', '2']","['Unsure', 'Female', 'Female']",1,Female,Light,2161674,67193,train
568979,"['Unsure', '2', 'Unsure']","['Female', 'Female', 'Female']",Unsure,Female,Unsure,2161665,11550,train
524889,"['1', 'Unsure', 'Unsure']","['Male', 'Male', 'Male']",Unsure,Male,Unsure,2161664,8451,train
506945,"['2', '2']","['Male', 'Male']",2,Male,Light,2161660,167400,train
551001,"['2', '2', '2']","['Female', 'Female', 'Female']",2,Female,Light,2161652,19100,train
176906,"['2', '3', '3']","['Female', 'Female', 'Female']",3,Female,Light,2161647,5791,train
357317,"['Unsure', '4', 'Unsure']","['Unsure', 'Male', 'Unsure']",Unsure,Unsure,Unsure,2161633,13553,train
191691,"['3', '2', '1']","['Male', 'Male', 'Male']",,Male,Light,2161625,101640,train
407945,"['Unsure', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,2161608,20901,train
352495,"['1', '3', '2']","['Female', 'Female', 'Female']",,Female,Light,2161600,9537,train
536038,"['2', '1', 'Unsure']","['Female', 'Female', 'Unsure']",,Female,,2161599,10829,val
219771,"['2', '1', '2']","['Male', 'Male', 'Male']",2,Male,Light,2161557,99627,train
49096,"['3', '3', '2']","['Female', 'Female', 'Female']",3,Female,Light,2161552,41607,train
475685,"['1', '1']","['Unsure', 'Unsure']",1,Unsure,Light,2161547,44006,train
536038,"['Unsure', '1', '2', '2', '2']","['Unsure', 'Unsure', 'Female', 'Unsure', 'Unsure']",2,Unsure,Light,2161544,79407,val
27517,"['2', '2', '2']","['Unsure', 'Unsure', 'Unsure']",2,Unsure,Light,2161481,47957,train
969,"['2', '2', '1']","['Male', 'Male', 'Male']",2,Male,Light,2161473,24837,train
283055,"['2', '2', '1']","['Male', 'Male', 'Male']",2,Male,Light,2161471,88051,train
241187,"['3', '2', '3']","['Male', 'Unsure', 'Male']",3,Male,Light,2161470,17589,train
421566,"['4', '4', '5']","['Male', 'Male', 'Male']",4,Male,Dark,2161445,56631,train
340665,"['3', '2', '2']","['Male', 'Unsure', 'Male']",2,Male,Light,2161432,21087,train
205570,"['Unsure', '2', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,2161412,29987,train
276434,"['4', '4', '2']","['Unsure', 'Male', 'Unsure']",4,Unsure,Dark,2161403,21695,val
16237,"['3', '3', '4']","['Male', 'Male', 'Male']",3,Male,Light,2161396,62532,train
444294,"['2', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,2161393,7735,train
526800,"['4', 'Unsure', '4']","['Male', 'Male', 'Male']",4,Male,Dark,2161385,40737,train
366111,"['2', '2', '2']","['Unsure', 'Male', 'Male']",2,Male,Light,2161362,17537,train
463618,"['1', '1', '1', '1']","['Unsure', 'Female', 'Female', 'Female']",1,Female,Light,2161356,56709,val
194716,"['2', '1', '1']","['Female', 'Female', 'Female']",1,Female,Light,2161340,75428,val
206496,"['4', '4', '5']","['Male', 'Unsure', 'Male']",4,Male,Dark,2161324,5751,train
45053,"['2', '2', '2']","['Unsure', 'Unsure', 'Unsure']",2,Unsure,Light,2161315,9581,train
26560,"['2', '3', '2']","['Female', 'Female', 'Female']",2,Female,Light,2161313,9446,train
77544,"['1', '2', '1']","['Male', 'Male', 'Male']",1,Male,Light,2161284,37642,train
240418,"['2', '3']","['Male', 'Male']",,Male,,2161281,6151,train
101622,"['2', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,2161267,75937,train
133933,"['Unsure', 'Unsure', '2']","['Female', 'Unsure', 'Female']",Unsure,Female,Unsure,2161240,11623,train
183391,"['1', '2', '1']","['Male', 'Male', 'Male']",1,Male,Light,2161236,43419,val
574825,"['1', '1', '1']","['Female', 'Female', 'Female']",1,Female,Light,2161219,33327,train
300341,"['5', '4', '3']","['Male', 'Male', 'Male']",,Male,Dark,2161218,49132,val
288862,"['1', '2', '1']","['Male', 'Unsure', 'Male']",1,Male,Light,2161195,18990,val
267690,"['Unsure', 'Unsure', 'Unsure']","['Male', 'Male', 'Male']",Unsure,Male,Unsure,2161191,24261,train
250155,"['1', '2', '1']","['Male', 'Unsure', 'Male']",1,Male,Light,2161186,16351,train
244303,"['1', '1', '2']","['Male', 'Male', 'Male']",1,Male,Light,2161163,36796,train
500844,"['3', '2', '3']","['Unsure', 'Unsure', 'Unsure']",3,Unsure,Light,2161151,9150,train
329304,"['1', '1']","['Male', 'Male']",1,Male,Light,2161127,8944,train
356276,"['1', '1', '2']","['Unsure', 'Unsure', 'Unsure']",1,Unsure,Light,2161124,30655,train
102235,"['2', '1', '2']","['Female', 'Female', 'Female']",2,Female,Light,2161122,30748,train
506052,"['2', '2', '1']","['Unsure', 'Unsure', 'Unsure']",2,Unsure,Light,2161109,15416,train
262476,"['3', '3', '3']","['Male', 'Male', 'Female']",3,Unsure,Light,2161106,42469,train
199989,"['Unsure', '2']","['Female', 'Female']",,Female,,2161097,8184,train
240387,"['1', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,2161071,6092,train
4731,"['4', '4', '2']","['Unsure', 'Unsure', 'Male']",4,Unsure,Dark,2161042,9071,train
421889,"['Unsure', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,2161029,10414,train
353067,"['3', 'Unsure', '3']","['Male', 'Male', 'Male']",3,Male,Light,2161019,9494,train
362712,"['3', '3', '2']","['Male', 'Male', 'Male']",3,Male,Light,2161015,41766,train
534373,"['2', '2', '3']","['Female', 'Male', 'Unsure']",2,Unsure,Light,2160992,28472,train
210230,"['1', '2', '2']","['Unsure', 'Unsure', 'Unsure']",2,Unsure,Light,2160984,9581,val
9727,"['6', 'Unsure', '3']","['Male', 'Unsure', 'Unsure']",,Unsure,,2160972,8836,train
183144,"['Unsure', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,2160969,9073,train
441240,"['4', '3', '3']","['Female', 'Female', 'Female']",3,Female,Light,2160950,19700,train
136250,"['Unsure', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,2160919,13554,train
388601,"['1', '1', '2']","['Female', 'Female', 'Female']",1,Female,Light,2160897,12310,train
300509,"['2', '2', '2']","['Female', 'Female', 'Female']",2,Female,Light,2160887,110513,train
210857,"['2', '1', '2']","['Female', 'Female', 'Female']",2,Female,Light,2160886,8576,train
128849,"['1', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,2160872,10778,train
532695,"['2', 'Unsure', 'Unsure']","['Male', 'Male', 'Unsure']",Unsure,Male,Unsure,2160871,17626,train
502327,"['4', '2', '4']","['Male', 'Male', 'Male']",4,Male,Dark,2160863,22463,train
227031,"['2', '3', '3']","['Male', 'Male', 'Male']",3,Male,Light,2160861,65518,train
265200,"['3', '4', 'Unsure']","['Male', 'Unsure', 'Unsure']",,Unsure,,2160825,11607,train
7125,"['3', '1', '2']","['Male', 'Male', 'Male']",,Male,Light,2160819,7563,train
474953,"['Unsure', '4', '3']","['Male', 'Male', 'Male']",,Male,,2160818,8441,train
579457,"['2', '3', '4']","['Male', 'Male', 'Male']",,Male,Light,2160802,19952,train
245295,"['2', '3', '2']","['Male', 'Male', 'Male']",2,Male,Light,2160756,32294,train
574808,"['4', '2', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",,Unsure,,2160725,48568,train
104982,"['3', '4', '3']","['Unsure', 'Unsure', 'Unsure']",3,Unsure,Light,2160722,40486,train
143554,"['2', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,2160697,111264,train
336961,"['2', '1', 'Unsure']","['Unsure', 'Male', 'Unsure']",,Unsure,,2160674,7338,train
512307,"['Unsure', '1', '2']","['Unsure', 'Male', 'Unsure']",,Unsure,,2160669,14772,train
325347,"['3', '4', '1']","['Male', 'Male', 'Male']",,Male,,2160596,17242,val
149014,"['2', 'Unsure', '3']","['Unsure', 'Unsure', 'Male']",,Unsure,,2160586,18608,train
36563,"['2', '4', '4']","['Female', 'Female', 'Female']",4,Female,Dark,2160570,7631,train
245266,"['Unsure', '2', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,2160542,15784,train
359356,"['2', '4', '2']","['Male', 'Male', 'Male']",2,Male,Light,2160539,10979,train
505223,"['3', '2', '1']","['Female', 'Female', 'Female']",,Female,Light,2160538,21607,train
407532,"['1', '1']","['Male', 'Male']",1,Male,Light,2160520,10569,train
533976,"['3', '3', '2']","['Unsure', 'Female', 'Unsure']",3,Unsure,Light,2160513,16587,train
78858,"['1', '1', '2']","['Male', 'Male', 'Male']",1,Male,Light,2160508,17115,train
433883,"['2', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,2160505,17490,train
197219,"['3', 'Unsure', '2']","['Male', 'Male', 'Male']",,Male,,2160419,64400,train
232160,"['2', '2', '1']","['Male', 'Male', 'Male']",2,Male,Light,2160396,11641,train
82680,"['Unsure', 'Unsure']","['Unsure', 'Unsure']",Unsure,Unsure,Unsure,2160385,6577,train
19032,"['1', '6', '1']","['Female', 'Unsure', 'Unsure']",1,Unsure,Light,2160366,21391,train
548288,"['6', '5', '6']","['Female', 'Female', 'Female']",6,Female,Dark,2160349,35991,train
527086,"['2', '2']","['Male', 'Male']",2,Male,Light,2160348,6947,train
31151,"['2', '2', '1']","['Male', 'Male', 'Male']",2,Male,Light,2160333,17435,train
478567,"['2', '3', '1']","['Male', 'Male', 'Male']",,Male,Light,2160332,10505,train
549112,"['2', '5', '3']","['Unsure', 'Unsure', 'Unsure']",,Unsure,,2160331,25334,train
198234,"['5', '2', '5']","['Male', 'Male', 'Male']",5,Male,Dark,2160327,16348,train
577539,"['Unsure', '2', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,2160325,16609,val
488069,"['2', 'Unsure']","['Male', 'Male']",,Male,,2160324,76616,train
80053,"['Unsure', 'Unsure']","['Unsure', 'Unsure']",Unsure,Unsure,Unsure,2160321,31666,train
150677,"['2', '1', '2']","['Male', 'Male', 'Male']",2,Male,Light,2160318,103147,train
542024,"['2', '2', '2']","['Unsure', 'Male', 'Male']",2,Male,Light,2160306,18994,train
10705,"['2', '2', '1']","['Male', 'Male', 'Male']",2,Male,Light,2160297,15779,train
493563,"['1', '2', '2']","['Female', 'Female', 'Female']",2,Female,Light,2160294,73970,train
484351,"['1', '2', '2']","['Female', 'Unsure', 'Unsure']",2,Unsure,Light,2160285,6759,val
370486,"['Unsure', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,2160270,18864,val
318138,"['Unsure', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,2160256,21718,val
383046,"['2', '3', '2']","['Male', 'Male', 'Male']",2,Male,Light,2160190,19714,train
245660,"['4', '5', '4']","['Male', 'Male', 'Male']",4,Male,Dark,2160184,37354,train
25358,"['2', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,2160180,8274,train
239625,"['Unsure', '2', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,2160173,29663,train
80172,"['1', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,2160171,206735,train
117466,"['2', '3', '2']","['Unsure', 'Unsure', 'Unsure']",2,Unsure,Light,2160169,8748,train
169802,"['Unsure', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,2160162,24923,train
554273,"['2', '2', 'Unsure']","['Male', 'Male', 'Unsure']",2,Male,Light,2160152,6363,train
140860,"['1', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,2160142,41825,train
346089,"['2', '1', '1']","['Unsure', 'Unsure', 'Female']",1,Unsure,Light,2160138,25402,train
372683,"['3', '3']","['Unsure', 'Male']",3,,Light,2160066,74231,train
315403,"['Unsure', '3', '2']","['Unsure', 'Male', 'Male']",,Male,,2160036,18910,train
521879,"['Unsure', 'Unsure', '3']","['Unsure', 'Unsure', 'Male']",Unsure,Unsure,Unsure,2160026,7666,train
497599,"['Unsure', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,2160005,20594,val
576857,"['1', '2']","['Male', 'Male']",,Male,,2159988,15652,train
524002,"['2', '1', '2']","['Female', 'Female', 'Female']",2,Female,Light,2159987,29816,train
183650,"['2', '4', '2']","['Female', 'Female', 'Female']",2,Female,Light,2159984,13150,train
371854,"['1', '2']","['Male', 'Male']",,Male,,2159980,26184,train
190081,"['4', '3', '4']","['Female', 'Female', 'Female']",4,Female,Dark,2159964,42021,train
256566,"['2', '4', '5']","['Male', 'Male', 'Male']",,Male,,2159958,63140,train
362778,"['1', '2', '3']","['Male', 'Male', 'Male']",,Male,Light,2159950,40527,train
24097,"['Unsure', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,2159948,12407,train
36561,"['1', '1', '3']","['Female', 'Female', 'Female']",1,Female,Light,2159947,6666,train
370561,"['5', '6', 'Unsure']","['Male', 'Male', 'Unsure']",,Male,,2159946,22098,train
128704,"['1', '2']","['Female', 'Female']",,Female,,2159939,7648,train
205594,"['6', '6']","['Male', 'Male']",6,Male,Dark,2159933,16066,train
372258,"['2', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,2159918,13627,train
486360,"['3', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,2159900,10100,train
18563,"['Unsure', 'Unsure', 'Unsure']","['Female', 'Unsure', 'Female']",Unsure,Female,Unsure,2159875,15776,train
17313,"['5', '4', '4']","['Male', 'Male', 'Male']",4,Male,Dark,2159861,20217,train
342204,"['3', '3', '2']","['Female', 'Female', 'Female']",3,Female,Light,2159833,56815,train
336232,"['2', 'Unsure', 'Unsure', '3', '4']","['Male', 'Male', 'Unsure', 'Male', 'Male']",Unsure,Male,Unsure,2159780,6842,val
336232,"['Unsure', '2', 'Unsure']","['Unsure', 'Male', 'Male']",Unsure,Male,Unsure,2159780,6842,val
358019,"['2', '2', '3']","['Male', 'Male', 'Male']",2,Male,Light,2159772,7884,train
468022,"['3', '3', 'Unsure']","['Unsure', 'Male', 'Unsure']",3,Unsure,Light,2159756,18356,train
70870,"['4', 'Unsure', '3']","['Unsure', 'Unsure', 'Female']",,Unsure,,2159741,5918,train
57150,"['1', '1', '2']","['Female', 'Female', 'Female']",1,Female,Light,2159736,6887,val
54010,"['2', '2', '2']","['Female', 'Female', 'Female']",2,Female,Light,2159733,55201,train
161567,"['2', 'Unsure', '2']","['Female', 'Female', 'Female']",2,Female,Light,2159717,54978,train
56350,"['Unsure', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,2159688,14197,val
538458,"['1', 'Unsure', '1']","['Male', 'Male', 'Male']",1,Male,Light,2159686,7836,val
163540,"['1', 'Unsure', '1']","['Female', 'Unsure', 'Female']",1,Female,Light,2159682,12953,train
442726,"['2', '5', '1']","['Male', 'Unsure', 'Male']",,Male,,2159674,18497,train
376679,"['3', '3', '2']","['Male', 'Male', 'Male']",3,Male,Light,2159653,27822,train
512902,"['2', '2', '1']","['Male', 'Male', 'Male']",2,Male,Light,2159651,53284,train
326970,"['4', '3', '4']","['Female', 'Female', 'Female']",4,Female,Dark,2159646,57512,val
392048,"['1', '2', '1']","['Unsure', 'Unsure', 'Female']",1,Unsure,Light,2159641,33540,train
310278,"['4', '3', '5']","['Male', 'Male', 'Male']",,Male,Dark,2159637,7800,train
115772,"['Unsure', '2', '2']","['Unsure', 'Female', 'Female']",2,Female,Light,2159633,6720,train
196815,"['2', '1', '2']","['Male', 'Male', 'Male']",2,Male,Light,2159600,9474,train
131919,"['2', '2', '2']","['Female', 'Female', 'Female']",2,Female,Light,2159589,8155,train
552945,"['3', '3', '1']","['Female', 'Female', 'Female']",3,Female,Light,2159579,14492,train
486118,"['1', '1']","['Female', 'Female']",1,Female,Light,2159576,27538,train
273841,"['Unsure', '3', '2']","['Unsure', 'Female', 'Male']",,Unsure,,2159564,28388,train
543408,"['1', '1', '2']","['Female', 'Female', 'Female']",1,Female,Light,2159557,67675,train
272678,"['4', '3', '3']","['Female', 'Female', 'Female']",3,Female,Light,2159556,34858,train
240250,"['Unsure', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,2159542,8669,val
143143,"['2', '2', '2']","['Male', 'Unsure', 'Male']",2,Male,Light,2159538,8857,train
181446,"['5', '5']","['Male', 'Male']",5,Male,Dark,2159537,110520,train
64240,"['Unsure', 'Unsure', 'Unsure']","['Unsure', 'Male', 'Unsure']",Unsure,Unsure,Unsure,2159512,15193,train
251064,"['Unsure', '3', '2']","['Unsure', 'Female', 'Female']",,Female,,2159503,266830,train
577858,"['2', '2', '2']","['Female', 'Female', 'Female']",2,Female,Light,2159495,52870,train
263258,"['Unsure', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,2159481,10000,train
187241,"['Unsure', 'Unsure', 'Unsure']","['Male', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,2159470,9499,train
74166,"['2', '1', '2']","['Male', 'Male', 'Male']",2,Male,Light,2159459,38298,train
367489,"['3', '3', '2']","['Male', 'Male', 'Male']",3,Male,Light,2159449,46030,train
348941,"['1', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,2159432,189461,train
2431,"['Unsure', 'Unsure', '5']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,2159429,9187,val
240379,"['Unsure', '2', '2']","['Unsure', 'Unsure', 'Male']",2,Unsure,Light,2159422,6057,train
441500,"['1', '1', '1']","['Male', 'Unsure', 'Unsure']",1,Unsure,Light,2159421,64741,train
249276,"['1', '2', '2']","['Female', 'Female', 'Female']",2,Female,Light,2159419,75067,train
311891,"['2', '1', '2']","['Female', 'Female', 'Female']",2,Female,Light,2159389,46076,train
32901,"['3', '3']","['Male', 'Male']",3,Male,Light,2159378,43284,val
312552,"['3', '1', '2']","['Female', 'Unsure', 'Female']",,Female,Light,2159357,45107,val
461334,"['2', 'Unsure', '2']","['Male', 'Unsure', 'Male']",2,Male,Light,2159348,30660,train
111840,"['5', '5', '4']","['Female', 'Female', 'Unsure']",5,Female,Dark,2159344,6461,train
321333,"['4', '2', 'Unsure']","['Unsure', 'Male', 'Male']",,Male,,2159338,59930,val
39152,"['3', '4', '3']","['Unsure', 'Unsure', 'Unsure']",3,Unsure,Light,2159333,22432,train
275111,"['2', '2']","['Female', 'Female']",2,Female,Light,2159300,7132,train
41478,"['Unsure', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,2159297,6769,train
454543,"['1', '1', '2']","['Male', 'Male', 'Male']",1,Male,Light,2159257,59938,train
390099,"['1', '2']","['Male', 'Male']",,Male,,2159228,44242,train
15597,"['1', '3', '3']","['Unsure', 'Male', 'Male']",3,Male,Light,2159220,10613,val
493623,"['1', 'Unsure', 'Unsure']","['Female', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,2159218,11372,train
481819,"['2', '2', '1']","['Male', 'Male', 'Male']",2,Male,Light,2159203,30215,train
574411,"['6', '6']","['Male', 'Male']",6,Male,Dark,2159188,183312,train
378276,"['4', '3', '3']","['Unsure', 'Male', 'Male']",3,Male,Light,2159180,11467,train
306453,"['2', '4', '2']","['Male', 'Male', 'Male']",2,Male,Light,2159144,34832,train
546475,"['2', '1', '1']","['Female', 'Female', 'Unsure']",1,Female,Light,2159143,31826,val
192809,"['3', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,2159136,5945,train
20070,"['3', '3', '1']","['Male', 'Male', 'Male']",3,Male,Light,2159125,56089,train
334609,"['2', '2', '3']","['Female', 'Female', 'Female']",2,Female,Light,2159120,14939,train
451573,"['2', '4', '2']","['Male', 'Male', 'Male']",2,Male,Light,2159118,34399,train
336493,"['4', '3', '4']","['Male', 'Male', 'Male']",4,Male,Dark,2159112,39922,train
92847,"['2', '1', '2']","['Female', 'Female', 'Female']",2,Female,Light,2159111,7794,train
7816,"['Unsure', '4', '2']","['Male', 'Male', 'Unsure']",,Male,,2159097,10277,val
256769,"['Unsure', '6', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,2159093,7587,train
496575,"['2', '2', 'Unsure']","['Male', 'Male', 'Unsure']",2,Male,Light,2159090,15628,train
350675,"['1', 'Unsure']","['Unsure', 'Unsure']",,Unsure,,2159085,21446,train
279730,"['Unsure', '3', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,2159072,7423,val
534127,"['2', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,2159052,7317,train
25393,"['2', '1', '2']","['Male', 'Male', 'Male']",2,Male,Light,2159049,24456,val
401484,"['1', '1', '2']","['Female', 'Female', 'Female']",1,Female,Light,2159047,90666,train
176906,"['2', '3', '3']","['Male', 'Male', 'Male']",3,Male,Light,2159041,10193,train
465180,"['1', '1', 'Unsure']","['Male', 'Unsure', 'Male']",1,Male,Light,2159032,9342,val
3590,"['4', '4', '3']","['Male', 'Male', 'Male']",4,Male,Dark,2159003,16515,train
342971,"['1', '1', '2']","['Male', 'Male', 'Male']",1,Male,Light,2158994,46380,val
262048,"['2', '3', 'Unsure']","['Female', 'Female', 'Female']",,Female,,2158976,7675,val
200567,"['Unsure', '2', 'Unsure']","['Male', 'Male', 'Male']",Unsure,Male,Unsure,2158974,34213,train
357816,"['2', '2']","['Male', 'Male']",2,Male,Light,2158954,11525,val
248445,"['Unsure', '3', '1']","['Unsure', 'Male', 'Unsure']",,Unsure,,2158953,9119,train
292478,"['2', '1', '2']","['Unsure', 'Male', 'Male']",2,Male,Light,2158933,5824,train
320026,"['3', '4']","['Male', 'Male']",,Male,,2158907,13256,train
536933,"['Unsure', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,2158839,11711,train
41018,"['Unsure', 'Unsure', '2']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,2158826,5763,train
504585,['2'],['Male'],,,,2158816,87122,train
417857,"['2', '3']","['Male', 'Unsure']",,,,2158811,9261,train
216277,"['2', '1', '1']","['Unsure', 'Unsure', 'Unsure']",1,Unsure,Light,2158804,17843,val
558498,"['4', '4', '5']","['Male', 'Male', 'Male']",4,Male,Dark,2158792,28176,train
9448,"['1', '1', '1']","['Female', 'Female', 'Female']",1,Female,Light,2158783,100476,val
7873,"['3', '4', '2']","['Unsure', 'Unsure', 'Male']",,Unsure,Light,2158779,7262,train
345252,"['1', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,2158776,85312,val
418292,"['3', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,2158747,60974,train
329323,"['Unsure', '4', '5']","['Unsure', 'Male', 'Male']",,Male,,2158740,6173,val
65655,"['1', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,2158736,113175,train
266107,"['Unsure', '2']","['Unsure', 'Unsure']",,Unsure,,2158726,6139,train
1342,"['1', '2', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",,Unsure,,2158718,11340,train
351557,"['1', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,2158710,5929,train
27610,"['2', '2', '3']","['Female', 'Unsure', 'Female']",2,Female,Light,2158705,31734,train
310998,"['2', '1', '2']","['Male', 'Male', 'Male']",2,Male,Light,2158698,17307,train
338094,"['Unsure', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,2158684,146394,train
170000,"['2', '3', 'Unsure']","['Male', 'Male', 'Male']",,Male,,2158669,24053,train
232309,"['5', '5', '4']","['Male', 'Male', 'Male']",5,Male,Dark,2158643,6442,train
89487,"['2', '1', '1']","['Female', 'Female', 'Female']",1,Female,Light,2158630,14178,train
93276,"['2', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,2158618,68649,train
360137,"['Unsure', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,2158596,38033,val
342593,"['2', '2', '3']","['Unsure', 'Male', 'Male']",2,Male,Light,2158568,21012,train
120783,"['3', '2', '2']","['Female', 'Female', 'Female']",2,Female,Light,2158567,88050,train
205570,"['3', '2', '2']","['Unsure', 'Unsure', 'Unsure']",2,Unsure,Light,2158564,7804,train
376449,"['3', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,2158561,36244,train
572811,"['3', '2', '3']","['Female', 'Female', 'Female']",3,Female,Light,2158557,68130,train
116361,"['Unsure', 'Unsure', '2']","['Unsure', 'Unsure', 'Female']",Unsure,Unsure,Unsure,2158539,37187,train
451324,"['Unsure', 'Unsure', '3']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,2158535,5851,train
128748,"['Unsure', 'Unsure', '5']","['Male', 'Male', 'Male']",Unsure,Male,Unsure,2158530,68756,val
426011,"['5', '6', '6']","['Male', 'Male', 'Male']",6,Male,Dark,2158509,44056,train
185686,"['2', '2', '3']","['Male', 'Male', 'Male']",2,Male,Light,2158507,28331,train
43753,"['4', '2', '1']","['Unsure', 'Unsure', 'Unsure']",,Unsure,,2158504,18105,train
351096,"['3', '1', '2']","['Unsure', 'Unsure', 'Unsure']",,Unsure,Light,2158465,8260,val
