,image_file,acc,Unnamed: 0,skin_agg,gender_agg,skin,gender,skin_group,area,split
214,205785,0.6666666666666666,161609,"['Unsure', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Male']",Unsure,Unsure,Unsure,89050,val
215,206071,0.8,190140,"['3', '3', '2']","['Male', 'Male', 'Male']",3,Male,Light,7462,val
216,207593,1.0,308394,"['4', '3', 'Unsure']","['Female', 'Female', 'Unsure']",,Female,,25581,val
217,208757,1.0,236166,"['2', '2', '3']","['Male', 'Male', 'Male']",2,Male,Light,153454,val
218,211337,1.0,492282,"['3', '3', '2']","['Male', 'Unsure', 'Male']",3,Male,Light,6475,val
219,213292,0.0909090909090909,13659,"['Unsure', '1', 'Unsure']","['Unsure', 'Female', 'Unsure']",Unsure,Unsure,Unsure,9316,val
220,214750,0.9333333333333332,231580,"['1', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,26166,val
221,214946,1.0,140640,"['1', '2', '2']","['Female', 'Female', 'Female']",2,Female,Light,51750,val
222,217267,1.0,231580,"['1', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,5575,val
223,217289,1.0,140640,"['1', '2', '1']","['Female', 'Female', 'Female']",1,Female,Light,26237,val
224,218317,1.0,548780,"['1', '2', '1']","['Female', 'Female', 'Female']",1,Female,Light,20542,val
225,221034,1.0,183675,"['2', '2', '1']","['Male', 'Male', 'Male']",2,Male,Light,37013,val
226,229912,1.0,253835,"['2', '2', '2']","['Female', 'Female', 'Female']",2,Female,Light,18266,val
227,252231,1.0,515025,"['2', '1', '1']","['Female', 'Female', 'Female']",1,Female,Light,32107,val
228,425184,1.0,252294,"['3', 'Unsure', '2']","['Female', 'Unsure', 'Female']",,Female,,25005,val
229,430181,0.875,345361,"['4', '1', '3']","['Male', 'Male', 'Male']",,Male,,22979,val
230,433532,0.7692307692307693,140556,"['1', '1', '4']","['Male', 'Male', 'Male']",1,Male,Light,46244,val
231,433998,1.0,130599,"['1', '3', '2']","['Male', 'Male', 'Male']",,Male,Light,58466,val
232,435593,1.0,153529,"['1', '1', '1']","['Female', 'Female', 'Female']",1,Female,Light,51782,val
233,437251,1.0,532058,"['4', '4', '2']","['Male', 'Male', 'Male']",4,Male,Dark,56988,val
234,437772,0.7333333333333333,351530,"['2', '2', '1']","['Female', 'Female', 'Female']",2,Female,Light,8622,val
235,444102,1.0,401446,"['1', '1', '1', '1', '2', '1', '3']","['Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female']",1,Female,Light,41409,val
236,444102,1.0,401446,"['2', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '2', '1', '2', '1', '1', '1', '1', '2', '2', '1', '1', '2', '2', '2', '2', '1', '2', '1', '2', '1', '2', '1', '1', '1', '1', '2', '2', '1', '2', '1', '1', '1', '2', '2', '1', '2', '1', '1', '1', '1', '1', '1', '2', '1', '2', '1', '2', '2', '1', '1', '1', '1', '1', '1', '1', '1', '1', '2', '1', '1', '1', '2', '1', '1', '1', '1', '1', '1', '2', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '2', '1', '1', '1', '1', '1', '2', '1', '1', '1', '2', '1', '1', '1', '1', '1', '1', '1', '2']","['Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female']",1,Female,Light,41409,val
237,445917,1.0,345361,"['2', '2']","['Unsure', 'Female']",2,,Light,18309,val
238,448605,1.0,456559,"['1', '2']","['Male', 'Male']",,Male,,145700,val
239,461415,0.8333333333333334,101068,"['4', '2', '2']","['Unsure', 'Male', 'Male']",2,Male,Light,40889,val
240,472316,1.0,365745,"['6', '6', '6']","['Male', 'Male', 'Male']",6,Male,Dark,5942,val
241,475590,0.9230769230769232,260261,"['4', '2', '3', '3', '4']","['Male', 'Male', 'Unsure', 'Male', 'Male']",4,Male,Dark,40276,val
242,476415,1.0,14226,"['3', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,55030,val
243,476669,1.0,466125,"['2', '2', '2']","['Female', 'Female', 'Female']",2,Female,Light,81254,val
244,489885,1.0,212226,"['3', '2', '1']","['Unsure', 'Unsure', 'Male']",,Unsure,Light,12836,val
245,498085,0.6666666666666666,18837,"['4', '4', '3']","['Male', 'Male', 'Male']",4,Male,Dark,5614,val
246,502460,1.0,46872,"['1', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,11905,val
247,510894,0.6666666666666666,264535,"['Unsure', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,30637,val
248,514230,1.0,131444,"['1', '1', '2']","['Male', 'Male', 'Male']",1,Male,Light,191621,val
249,514230,1.0,131444,"['2', '1', '2']","['Male', 'Male', 'Male']",2,Male,Light,191621,val
250,561077,0.875,420916,"['Unsure', 'Unsure', 'Unsure']","['Male', 'Male', 'Male']",Unsure,Male,Unsure,8309,val
251,1218607,1.0,442456,"['3', '3', '3']","['Male', 'Male', 'Male']",3,Male,Light,14548,val
252,1224575,0.9333333333333332,151657,"['2', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,91223,val
253,1299663,0.0,509451,"['1', '2', 'Unsure']","['Unsure', 'Male', 'Unsure']",,Unsure,,38479,val
254,1711596,1.0,483667,"['1', '1', '1', '2', '2', '1', '1', '2', '1', '1', '2', '1', '2', '1', '2', '1', '1', '1', '1', '2', '1', '2', '2', '1', '1', '1', '1', '1', '1', '2', '1', '1', '2', '1', '2', '1', '1', '1', '2', '1', '2', '1', '1', '1', '2', '1', '2', '2', '1', '1', '1', '1', '2', '1', '1', '1', '1', '2', '1', '2', '1', '2', '1', '1', '2', '2', '2', '1', '1', '1', '1', '1', '1', '1', '1', '2', '1', '1', '1', '2', '1', '2', '1', 'Unsure', '1', '1', '2', '1', '1', '1', '1', '1', '1', '1', '1', '2', '2', '1', '1', '1', '2', '1', '1', '1', '1', '2', '1', '1', '1', '1', '1', '1', '2', '2', '1', '1', '2', '2', '1', '2', '1', '1', '1', '1', '1', '1', '1', '2', '2', '2', '1', '1', '1', '1', '1', '1', '1']","['Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Unsure', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Unsure', 'Male']",1,Male,Light,177020,val
255,1711596,1.0,483667,"['2', '2', '2', '1']","['Male', 'Male', 'Male', 'Male']",2,Male,Light,177020,val
256,1723724,1.0,488710,"['1', '2', '2']","['Female', 'Female', 'Female']",2,Female,Light,67690,val
257,2155447,0.875,246454,"['Unsure', 'Unsure', '1']","['Female', 'Female', 'Female']",Unsure,Female,Unsure,97257,val
258,2158400,1.0,140640,"['2', '3', '2']","['Female', 'Female', 'Female']",2,Female,Light,48913,val
259,183125,1.0,185250,"['3', '3', '3']","['Male', 'Male', 'Male']",3,Male,Light,15247,val
260,183301,1.0,549390,"['2', '2', '2']","['Female', 'Unsure', 'Female']",2,Female,Light,23976,val
261,183864,0.9375,534270,"['Unsure', 'Unsure', '2']","['Male', 'Unsure', 'Female']",Unsure,,Unsure,9121,val
262,184031,0.8823529411764706,250127,"['2', '3', '1']","['Female', 'Female', 'Female']",,Female,Light,37455,val
263,186814,0.9375,60823,"['5', '5', '3']","['Male', 'Male', 'Male']",5,Male,Dark,8277,val
264,187509,1.0,198489,"['2', '2', '2']","['Female', 'Female', 'Unsure']",2,Female,Light,36162,val
265,187749,1.0,116439,"['3', '4', '3']","['Female', 'Female', 'Female']",3,Female,Light,13089,val
266,187996,1.0,341469,"['4', '3', '3']","['Male', 'Male', 'Male']",3,Male,Light,64422,val
267,191071,0.875,458255,"['2', '2', '3']","['Female', 'Female', 'Female']",2,Female,Light,10604,val
268,194291,1.0,213033,"['2', '3', '3', 'Unsure']","['Male', 'Male', 'Male', 'Male']",3,Male,Light,58468,val
269,194525,0.7857142857142857,448256,"['2', '4', '3']","['Male', 'Male', 'Male']",,Male,Light,24916,val
270,195510,0.8461538461538461,80153,"['2', '2', '2']","['Male', 'Male', 'Unsure']",2,Male,Light,16834,val
271,196172,0.8461538461538461,554579,"['3', '3', '4']","['Female', 'Female', 'Female']",3,Female,Light,50538,val
272,198196,1.0,40083,"['1', 'Unsure', 'Unsure']","['Male', 'Male', 'Male']",Unsure,Male,Unsure,11025,val
273,200893,1.0,92416,"['2', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,120683,val
274,204112,1.0,295478,"['2', '2', '3']","['Female', 'Female', 'Female']",2,Female,Light,55799,val
275,205348,0.9230769230769232,107226,"['1', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,21210,val
276,207730,1.0,473219,"['2', '2', '2']","['Female', 'Female', 'Female']",2,Female,Light,29103,val
277,209074,1.0,338624,"['2', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,7435,val
278,213463,1.0,519688,"['1', '2', '2']","['Female', 'Female', 'Female']",2,Female,Light,155692,val
279,216854,1.0,275198,"['2', '2', '2']","['Male', 'Female', 'Female']",2,,Light,8684,val
280,220854,1.0,233771,"['2', 'Unsure', 'Unsure']","['Unsure', 'Female', 'Female']",Unsure,Female,Unsure,14220,val
281,224077,0.9090909090909092,399764,"['2', '1', '3']","['Male', 'Male', 'Male']",,Male,Light,79094,val
282,225519,1.0,107226,"['2', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,17270,val
283,228672,1.0,273232,"['2', '4', '4']","['Male', 'Male', 'Male']",4,Male,Dark,9324,val
284,228765,1.0,275198,"['2', 'Unsure', '1']","['Female', 'Female', 'Female']",,Female,,6099,val
285,230195,1.0,40083,"['4', '3', 'Unsure']","['Male', 'Male', 'Male']",,Male,,10171,val
286,232781,1.0,554579,"['1', '2', '2']","['Female', 'Female', 'Female']",2,Female,Light,34210,val
287,234974,0.7647058823529411,554579,"['1', '2', '2']","['Female', 'Female', 'Female']",2,Female,Light,34941,val
288,422400,1.0,88485,"['2', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,63503,val
289,425488,0.875,337055,"['1', '1', '1']","['Female', 'Female', 'Female']",1,Female,Light,65260,val
290,425720,0.875,270883,"['1', '2', '2']","['Female', 'Female', 'Male']",2,,Light,37798,val
291,426312,1.0,235241,"['3', '3', '2']","['Female', 'Female', 'Female']",3,Female,Light,46532,val
292,426943,1.0,152214,"['2', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,172948,val
293,428619,1.0,347254,"['4', '3', '2']","['Unsure', 'Male', 'Male']",,Male,Light,107288,val
294,428773,1.0,568814,"['1', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,83830,val
295,430174,0.8666666666666667,132796,"['1', '1', '3']","['Male', 'Male', 'Male']",1,Male,Light,16627,val
296,430275,1.0,16598,"['1', '1']","['Female', 'Female']",1,Female,Light,197548,val
297,430275,1.0,16598,"['1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '2', '1', '1', '2', '1', '1', '1', '2', '1', '1', '1', '1', '1', '1', '2', '1', '2', '1', '2', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '2', '1', '2', '1', '1', '1', '1', '1', '1', '1', '2', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '2', '1', '2', '1', '1', '1', '1', '1', '1', '1', '2', '1', '2', '1', '2', '1', '1', '1', '1', '1', '2', '1', '2', '1', '1', '1', '2', '1', '1', '1', '1', '1', '1']","['Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Unsure', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female']",1,Female,Light,197548,val
298,430391,1.0,471087,"['Unsure', 'Unsure', '1']","['Male', 'Male', 'Male']",Unsure,Male,Unsure,111846,val
299,430890,1.0,274219,"['1', '5', 'Unsure']","['Male', 'Male', 'Male']",,Male,,202379,val
300,431398,0.9375,476514,"['1', '1', '1']","['Female', 'Female', 'Female']",1,Female,Light,61182,val
301,431511,0.9333333333333332,409198,"['2', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,32741,val
302,431922,1.0,253742,"['1', '1', '1']","['Female', 'Female', 'Unsure']",1,Female,Light,27174,val
303,431990,1.0,369037,"['1', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,52817,val
304,431990,1.0,369037,"['3', '1', '3', '1']","['Male', 'Male', 'Male', 'Male']",3,Male,Light,52817,val
305,432801,0.9230769230769232,271116,"['1', '3', '4']","['Unsure', 'Male', 'Male']",,Male,,61178,val
306,433085,1.0,55150,"['2', '1', '1']","['Female', 'Female', 'Female']",1,Female,Light,6043,val
307,433470,1.0,253742,"['3', '1', '5']","['Male', 'Male', 'Male']",,Male,,5913,val
308,434191,1.0,81594,"['3', '3', '3']","['Female', 'Female', 'Female']",3,Female,Light,31124,val
309,435143,0.9375,163257,"['2', '4', '3']","['Male', 'Male', 'Male']",,Male,Light,87366,val
310,435518,1.0,309964,"['2', '1', '2']","['Female', 'Female', 'Female']",2,Female,Light,29961,val
311,436370,1.0,235241,"['3', '2', '4']","['Male', 'Male', 'Male']",,Male,Light,37124,val
312,438156,1.0,158945,"['Unsure', 'Unsure', '4']","['Unsure', 'Male', 'Male']",Unsure,Male,Unsure,6400,val
313,440035,1.0,271997,"['3', '3', '2']","['Male', 'Male', 'Male']",3,Male,Light,228729,val
314,440447,1.0,267191,"['6', '6', '5']","['Male', 'Male', 'Male']",6,Male,Dark,10985,val
315,440668,0.9090909090909092,277020,"['2', '3', '2']","['Male', 'Male', 'Male']",2,Male,Light,21730,val
316,441845,1.0,510329,"['3', '2', '3']","['Male', 'Male', 'Female']",3,,Light,13313,val
317,441862,1.0,271116,"['1', '1', '2']","['Male', 'Male', 'Male']",1,Male,Light,77656,val
318,442719,1.0,346232,"['3', '1', '1']","['Male', 'Male', 'Unsure']",1,Male,Light,12941,val
319,442991,1.0,133343,"['3', '2', '1']","['Male', 'Male', 'Male']",,Male,Light,112635,val
320,443283,0.9333333333333332,132796,"['1', '1', '1']","['Female', 'Female', 'Female']",1,Female,Light,10174,val
321,443331,1.0,170955,"['3', '5', '4']","['Male', 'Male', 'Male']",,Male,Dark,52493,val
322,444656,1.0,519208,"['1', '2', '1']","['Male', 'Male', 'Male']",1,Male,Light,72668,val
323,445068,1.0,172877,"['2', '2']","['Male', 'Male']",2,Male,Light,95912,val
324,445863,1.0,377239,"['4', '4', '4']","['Female', 'Female', 'Female']",4,Female,Dark,43101,val
325,445863,1.0,377239,"['6', '6', '5', '5']","['Female', 'Female', 'Female', 'Female']",6,Female,Dark,43101,val
326,446896,1.0,20333,"['1', '1', '1', '1', '1']","['Male', 'Male', 'Male', 'Male', 'Male']",1,Male,Light,86087,val
327,447722,1.0,344268,"['4', '4', '3', '6']","['Male', 'Male', 'Male', 'Male']",4,Male,Dark,85608,val
328,447722,1.0,344268,"['4', '4', '4', '4', '4', '4', '4', '4', '3', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '3', '4', '4', '4', '3', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '3', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '3', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '3', '4', '4', '4', '3', '4', '4', '4', '4', '4', '3', '4', '4', '4', '4', '4', '4', '3', '4', '4', '4', '4', '4', '4', '4', '3', '4', '4', '4', '3', '3']","['Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male']",4,Male,Dark,85608,val
329,447745,1.0,47585,"['3', '2', '1']","['Female', 'Female', 'Female']",,Female,Light,57152,val
330,448601,1.0,9891,"['2', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,24188,val
331,448867,1.0,562243,"['1', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,170613,val
332,451781,1.0,50811,"['3', '2', '3']","['Male', 'Male', 'Male']",3,Male,Light,108524,val
333,452931,0.9375,356427,"['2', '2', '3']","['Male', 'Male', 'Male']",2,Male,Light,24934,val
334,453649,0.6923076923076923,477288,"['2', '1', '1']","['Male', 'Unsure', 'Male']",1,Male,Light,39326,val
335,454113,0.9375,296657,"['1', '1', '3']","['Male', 'Male', 'Male']",1,Male,Light,6903,val
336,454974,1.0,580197,"['1', '2', '1']","['Male', 'Male', 'Male']",1,Male,Light,43103,val
337,456553,1.0,257896,"['1', '1', '2']","['Male', 'Male', 'Male']",1,Male,Light,136562,val
338,458077,1.0,308328,"['4', '2', '5']","['Male', 'Male', 'Male']",,Male,,6721,val
339,458345,1.0,206025,"['1', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,156459,val
340,459777,1.0,203639,"['1', '1', '1']","['Female', 'Female', 'Female']",1,Female,Light,64825,val
341,460314,1.0,210789,"['Unsure', '4', 'Unsure']","['Female', 'Female', 'Female']",Unsure,Female,Unsure,12154,val
342,462129,1.0,328238,"['2', '3', '1']","['Male', 'Male', 'Male']",,Male,Light,21460,val
343,464797,1.0,8532,"['5', '5', '6', 'Unsure', '6']","['Male', 'Male', 'Male', 'Male', 'Male']",5,Male,Dark,97394,val
344,464797,1.0,8532,"['6', '6', '5', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '5', '6', '6', '6', '6', '5', '6', '6', '6', '6', '5', '6', '6', '6', '5', '6', '6', '6', '5', '5', '6', '6', '6', '6', '6', '6', '6', '6', '6', '5', '6', '5', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '5', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '5', '6', '6', '6', '5', '6', '6', '6', '6', '6', '5', '5', '5', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '5', '5', '6', '6', '5', '6', '6', '6', '6']","['Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male']",6,Male,Dark,97394,val
345,464882,0.9333333333333332,253742,"['3', '2', '3']","['Female', 'Female', 'Female']",3,Female,Light,7187,val
346,467036,0.75,292082,"['1', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,40377,val
347,467212,0.9333333333333332,417249,"['3', '2', '2']","['Female', 'Female', 'Female']",2,Female,Light,12409,val
348,467518,0.9166666666666666,358525,"['4', '3', '4']","['Male', 'Male', 'Male']",4,Male,Dark,59832,val
349,467971,1.0,443426,"['2', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,102905,val
350,468075,1.0,161875,"['2', '1', '1']","['Female', 'Female', 'Female']",1,Female,Light,21048,val
351,468966,1.0,310862,"['5', '5', '6']","['Male', 'Male', 'Male']",5,Male,Dark,209821,val
352,469252,0.5,230993,"['2', '1', '2']","['Female', 'Female', 'Female']",2,Female,Light,22028,val
353,469277,0.9375,122046,"['3', '3', '2']","['Female', 'Female', 'Female']",3,Female,Light,39504,val
354,472373,1.0,343803,"['2', '2', '1']","['Male', 'Male', 'Male']",2,Male,Light,58736,val
355,473793,1.0,453166,"['3', '3', '4']","['Male', 'Male', 'Male']",3,Male,Light,41418,val
356,473898,1.0,287527,"['Unsure', '1', 'Unsure']","['Female', 'Female', 'Female']",Unsure,Female,Unsure,173534,val
357,474226,0.875,281754,"['3', '1', '2']","['Female', 'Female', 'Female']",,Female,Light,61335,val
358,474627,1.0,32901,"['Unsure', '2', '2', '3', '3']","['Male', 'Male', 'Male', 'Male', 'Male']",2,Male,Light,62722,val
359,474691,0.9375,400815,"['2', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,51970,val
360,475255,1.0,100428,"['1', '2', '1']","['Male', 'Male', 'Male']",1,Male,Light,73704,val
361,476220,1.0,7088,"['1', '2', '1']","['Female', 'Female', 'Female']",1,Female,Light,16439,val
362,477253,1.0,309964,"['2', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,31400,val
363,477423,0.8,313454,"['2', '1', '1']","['Female', 'Male', 'Male']",1,,Light,19839,val
364,477474,1.0,453166,"['2', '3', '2']","['Male', 'Male', 'Male']",2,Male,Light,38270,val
365,477700,0.9375,248284,"['Unsure', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Female']",Unsure,Unsure,Unsure,19155,val
366,478400,0.9230769230769232,440171,"['5', '2', '3']","['Unsure', 'Male', 'Male']",,Male,,11227,val
367,478879,0.9285714285714286,406417,"['1', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,24979,val
368,479911,0.6,215072,"['3', '2', '1']","['Female', 'Female', 'Female']",,Female,Light,16760,val
369,480060,0.9285714285714286,21167,"['1', '1', '1']","['Female', 'Female', 'Female']",1,Female,Light,77394,val
370,480462,0.875,281759,"['5', '2', '2']","['Female', 'Female', 'Female']",2,Female,Light,11806,val
371,483057,1.0,167067,"['1', '3', '3']","['Male', 'Male', 'Male']",3,Male,Light,120033,val
372,483255,1.0,80340,"['3', '2', '5']","['Male', 'Male', 'Male']",,Male,,19055,val
373,483929,1.0,267169,"['6', '4', '6']","['Unsure', 'Male', 'Male']",6,Male,Dark,8405,val
374,485671,1.0,562207,"['1', '1', '1']","['Female', 'Female', 'Female']",1,Female,Light,6893,val
375,485888,1.0,180487,"['1', '2', '2', '3']","['Male', 'Male', 'Male', 'Male']",2,Male,Light,48212,val
376,485888,1.0,180487,"['2', '1', '2']","['Male', 'Male', 'Male']",2,Male,Light,48212,val
377,487327,1.0,258541,"['2', '3', '2']","['Male', 'Male', 'Male']",2,Male,Light,69430,val
378,487409,1.0,384468,"['5', '5', '3']","['Male', 'Male', 'Male']",5,Male,Dark,5556,val
379,487585,1.0,287527,"['1', '1', '2']","['Male', 'Male', 'Unsure']",1,Male,Light,219136,val
380,490210,1.0,281759,"['1', '1', '1']","['Female', 'Female', 'Female']",1,Female,Light,17377,val
381,490869,1.0,32901,"['3', '3']","['Male', 'Male']",3,Male,Light,39449,val
382,492988,1.0,437351,"['4', '2', '3']","['Female', 'Female', 'Female']",,Female,Light,53979,val
383,493059,1.0,6894,"['1', '1', '2']","['Male', 'Male', 'Male']",1,Male,Light,97618,val
384,494874,1.0,526728,"['2', '2', '2']","['Female', 'Female', 'Female']",2,Female,Light,5947,val
